"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion"
"25876a51-d284-4e45-8054-64e579d58e41","Mondzie","https://play-lh.googleusercontent.com/a-/ALV-UjVCV3n9KsdmldX6d9I2lnlufQfPFY4cfP8RoHDT91zAdQ471ps","Game bagus","5","0","1.8.79.9552","2024-04-28 19:09:10","","","1.8.79.9552"
"955ff1d6-4b8d-4c66-ac75-c77397d32600","Cr Cobra","https://play-lh.googleusercontent.com/a/ACg8ocJvnVnKScdTC_M-8vh6-7b0BJUTgmMFn_Yjtn5_ddAEcJ4t1A=mo","Moonton oon masa gw main kalah mulu gak solo gak party kalah ngasih tim yang bener dong","2","0","1.8.32.9053","2024-04-28 19:07:41","","","1.8.32.9053"
"6e03ea98-4f11-49ae-9828-cfe3a002e432","Rohman Percuma","https://play-lh.googleusercontent.com/a/ACg8ocLjPzD_6ewsTiM_5TyTp002a_UgwyiMfrAi81BdibHVyiZVKQ=mo","Keren banget coy","5","0","","2024-04-28 19:07:39","","",""
"e2d929b9-9b59-4671-9ebe-f5606d8d7134","Asrul Gunawan Asrul","https://play-lh.googleusercontent.com/a-/ALV-UjVvp3H2U89VwBgfGb0zCGxLu_dzCaNO_oSRF8Aq2e0VdagAe2g","Yah","5","0","1.8.47.9191","2024-04-28 19:06:37","","","1.8.47.9191"
"0406f9b4-e4a1-42a3-a814-44161b4cd541","Ipul Str","https://play-lh.googleusercontent.com/a-/ALV-UjWsfAgUFfhv6B5moY-QIHGyVCMZXon9lmwjMNiWn4TqBGaZ-X4","Oke","5","0","","2024-04-28 19:06:08","","",""
"62ae5c9a-a644-4edd-a2d3-f0d7d2776fe2","ALWI HADAD","https://play-lh.googleusercontent.com/a-/ALV-UjUNELD36o2CZ3IqeqahkfTZbbjJSrhMCbDX4otE20-q_lhWPlGR","D kasih tim yang power nya gak seimbang mulu kalo mau naik tingkatkan di rank, dari sistem gak jelas setiap mau naik rank di kasi kalah mulu setiap win streak 5 kali kalah nya 10 kali lebih","1","0","1.8.47.9191","2024-04-28 19:04:57","","","1.8.47.9191"
"d6f63fbe-fb48-4773-bda4-53acd7053e60","WILLIAM ROGerss","https://play-lh.googleusercontent.com/a-/ALV-UjX_TYEeyL-aqqbujkS1aQGbPYlbOZOpo-RMQzt6mUr3w7RJkgM","Main solo rank skrg ga lgi nyaman kyk dlu skrg rata2 dikasih pemain bot yg bisanya cuma feeder","1","0","1.8.79.9552","2024-04-28 19:03:32","","","1.8.79.9552"
"d58a443e-1819-4ede-83c7-42c641814b89","Yx","https://play-lh.googleusercontent.com/a-/ALV-UjXSzxuiJ7VfPCYFCAVAhgnTYNu1I9OlV_vnfk4HBMtF4x2GN6Nz","Adain event skin epic 100 DM kayak di advance server, nanti bintang nya dinaikin.","1","0","1.8.66.9421","2024-04-28 19:03:20","","","1.8.66.9421"
"c884c9fe-3568-4790-8a66-09c8d6e3a4e6","Hadiwi bowo","https://play-lh.googleusercontent.com/a-/ALV-UjUJ6Ojsmvj6NIe5sx1_FaWCcYF0ogmjYLNAc5Jcy9V8sxagzayu","gas","5","0","1.4.37.4722","2024-04-28 19:03:01","","","1.4.37.4722"
"1e5ee22d-0d19-48f8-ba67-6e5014b383e8","R Besar","https://play-lh.googleusercontent.com/a-/ALV-UjUcdgl7lly7paVFXRL7fpig13Py070_3ZDXRqvGrNyoxEYFwZ0","Jangan main game ini saya main 6 jam nonstop bukan nambah bintang malah ngurang","1","0","1.8.79.9552","2024-04-28 19:02:27","","","1.8.79.9552"
"af9e5494-056d-4e4f-a09c-aba8d653007e","drak azis","https://play-lh.googleusercontent.com/a-/ALV-UjVIMPvh50Lf8jiCI77lm0PJa_TUiEAnGzYb56zHYIO_OdzSaAg","hapuskan sistem trio ketemu dengan solo solo, tekadang trio tim saya malah dapat poin perunggu!","1","0","1.8.79.9552","2024-04-28 19:02:11","","","1.8.79.9552"
"e941d59f-b23e-4962-a0d3-a04fb4bf4865","Sigit Prayoga","https://play-lh.googleusercontent.com/a-/ALV-UjWQ8yr6Lh1vjWZ1OuqRBK_Fr7psSzq4zqgJFvTgdLzLkwYd0Wc1","saya selalu nemu tim tolol Saya harap monton memperbaiki dan saya harap monton menghilangkan cheat","2","0","1.8.79.9552","2024-04-28 19:02:06","","","1.8.79.9552"
"da370dd2-0959-4404-a1ad-78745bf1b419","Anim Budiarto","https://play-lh.googleusercontent.com/a/ACg8ocIGGnr6FuIN8Xf5lYvTQp_RhnL1b5XnsP2dfPgeO22MP_VU1g=mo","Dark sistem","1","0","1.8.79.9552","2024-04-28 19:02:05","","","1.8.79.9552"
"11c0d50d-7309-426d-b016-90e736f4c467","Masturiah 12","https://play-lh.googleusercontent.com/a/ACg8ocI39NuEM56g4qyc4zdQjqN3M1xNFLgC6BN3in94qaGV5v0Zuw=mo","Bagus","5","0","1.8.79.9552","2024-04-28 19:00:46","","","1.8.79.9552"
"83ad9a79-7992-4831-a2b6-ee4621b7fac3","Dicky Sunda","https://play-lh.googleusercontent.com/a/ACg8ocIv8Q4LHxQnoypfpIvFzKD6Cn1tynvtoau2Nrux4al_LrM-Ag=mo","Madep","5","0","1.8.79.9552","2024-04-28 19:00:16","","","1.8.79.9552"
"8e5fd5db-23de-4bf6-809b-a296fc62ebf5","Putraismail","https://play-lh.googleusercontent.com/a/ACg8ocIs59SgAR33P6U3Cg7ElQyZlSIEntyYkpFI-tGt3R3eUZiOmZsb=mo","Ok","5","0","1.8.79.9552","2024-04-28 18:59:20","","","1.8.79.9552"
"ac1df003-54de-4784-a18d-635c349dbb53","Panjol Bae","https://play-lh.googleusercontent.com/a-/ALV-UjWN9kDOQAoMXrDXQkT5XatRoRaPaZgZgMo1UK5V6MoRoY6ZRhw","Nonton taii masak epik masok room mitik","1","0","","2024-04-28 18:57:36","","",""
"182a4342-9397-43cc-81ed-ac0441afd485","Sulaiman","https://play-lh.googleusercontent.com/a-/ALV-UjWPCzcH8oLNVWCjoXdAYXwxq1RbhjgxuOuYI8I15JVvWq6sYuFO","report banyak disalah gunakan ama yg mabar bertiga system bobrok payah .","1","0","1.8.79.9552","2024-04-28 18:56:55","","","1.8.79.9552"
"112d42fc-65c7-47fd-9123-954dc7b68445","Sidokare 08","https://play-lh.googleusercontent.com/a/ACg8ocJAYKW4IAD0dYhcniZOoDf5nWd4Ga-iwz9NW79kgaoUxSoiHQ=mo","Mantap","5","0","1.8.79.9552","2024-04-28 18:56:35","","","1.8.79.9552"
"c04d6d68-7fa3-4043-b80b-3630d942ec2a","muhammad agus","https://play-lh.googleusercontent.com/a/ACg8ocIKvsGhLKTdu7mIttQMypktggbhgmQr0vtBp516JGKTdzq9hQ=mo","Pelayanan pelanggan tidak berguna.sudah jelas 1 tim player bermain buruk aku report tidak ditindak. Jika aku bermain buruk karena sinyal buruk tetapi aku masih berusaha bermain di report tim aku kena report","1","0","1.8.79.9552","2024-04-28 18:55:39","","","1.8.79.9552"
"f589bc10-5e35-4e94-a549-ffc1432932a7","Rizki Ardiansyah","https://play-lh.googleusercontent.com/a/ACg8ocJ09QKRl-ee0JyrKhowumx6HztUDAxGXGKK5Du9r7plaBT-pQ=mo","Mending uninstal aja gak usah mainin game stres kyk gini habisin waktu percuma gak sesuai dapat timnya","1","0","1.8.79.9552","2024-04-28 18:54:39","","","1.8.79.9552"
"e75816a1-860c-4e04-acd8-550114af43b2","Asliah Liah","https://play-lh.googleusercontent.com/a/ACg8ocJiARE8yeYmIXGl_xBIOiYi2U0maHHnzvYIS58uLwMjDOv_VQ=mo","Ok","5","0","1.5.46.5971","2024-04-28 18:52:10","","","1.5.46.5971"
"86b1b114-17c3-445c-8353-32d60afc4e6f","ZX PALKON","https://play-lh.googleusercontent.com/a-/ALV-UjX0QIOVVJg11XWodf-0auz81OVRiEnoj7SOQckr7Y5kPFY407g","Saya kecewa ahir ahir inj sering dapet tim gak jelas entah kenapa untuk sementara.sangat tidak ramah bintang 1","5","0","1.8.47.9191","2024-04-28 18:51:41","","","1.8.47.9191"
